"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","RT @LaLaLand: RT for the chance to win 1 of 5 signed #LALALAND mini posters! ‚ú® Get tickets: https://t.co/uSgmIw12dA (U.S. Only, Ends 1/9/17‚Ä¶",FALSE,0,NA,2017-02-06 13:29:23,FALSE,NA,"828596452989554689",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","itscarasexual",4211,TRUE,FALSE,NA,NA
"2","I was not happy with the ending. #LALALAND",FALSE,0,NA,2017-02-06 13:28:19,FALSE,NA,"828596185229303808",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Traytini",0,FALSE,FALSE,NA,NA
"3","RT @manny_ottawa: Liberals still in #LALALAND

Our Minister of Defence more worried about climate change. 2019 can't come soon enough https‚Ä¶",FALSE,0,NA,2017-02-06 13:27:48,FALSE,NA,"828596055432429568",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hotdogluver2",17,TRUE,FALSE,NA,NA
"4","Lucky, lucky Eva Mendes is all I can say about that. #LALALAND",FALSE,0,NA,2017-02-06 13:27:14,FALSE,NA,"828595910435278848",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Traytini",0,FALSE,FALSE,NA,NA
"5","RT @LaLaLand: .@RyanGosling and Emma Stone are a match made in #LALALAND. Ì†ºÌºπ See it in theaters now. https://t.co/uSgmIvJrm2 https://t.co/2y‚Ä¶",FALSE,0,NA,2017-02-06 13:26:58,FALSE,NA,"828595843066363904",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","itscarasexual",592,TRUE,FALSE,NA,NA
"6","Laughing at the people who won't bother with La La Land because ""so and so didn't like it"". It's FANTASTIC. End of. #LALALAND",FALSE,0,NA,2017-02-06 13:26:17,FALSE,NA,"828595673943646209",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Carmy98302605",0,FALSE,FALSE,NA,NA
"7","@H_Combs @jimbohuff73 dude, she cannot handle anyone disagreeing with her. It's a character flaw of celebs. They live in #lalaland",FALSE,0,"H_Combs",2017-02-06 13:26:07,FALSE,"827053666808918017","828595629748281344","39133880","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","klorenzen81",0,FALSE,FALSE,NA,NA
"8","RT @TheFilmStage: Download Damien Chazelle's script for #LaLaLand and 45+ more awards season screenplays: https://t.co/g7EbMrOEzR https://t‚Ä¶",FALSE,0,NA,2017-02-06 13:25:06,FALSE,NA,"828595375929847810",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","PianoFreak9",77,TRUE,FALSE,NA,NA
"9","RT @LaLaLand: Tonight is a lovely night to see #LALALAND. Ì†ºÌºÉ  Experience it in @IMAX and theaters everywhere now: https://t.co/uSgmIw12dA ht‚Ä¶",FALSE,0,NA,2017-02-06 13:24:57,FALSE,NA,"828595338118328320",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","itscarasexual",271,TRUE,FALSE,NA,NA
"10","RT @IMDb: #LaLaLand ties the all-time record with 14 nominations! Full list of #OscarNoms here: https://t.co/MaNrqa2id3 https://t.co/xrbrGz‚Ä¶",FALSE,0,NA,2017-02-06 13:24:40,FALSE,NA,"828595267221938177",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AnnAncot",931,TRUE,FALSE,NA,NA
"11","RT @LA2024: Get inspired by the film #LaLaLand, up for a historic 14 #OscarNoms, &amp; take in the ""City of Stars"" from Griffith ObservatoryÌ†ΩÌ≤´ #‚Ä¶",FALSE,0,NA,2017-02-06 13:24:25,FALSE,NA,"828595201321021441",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AnnAncot",50,TRUE,FALSE,NA,NA
"12","RT @LaLaLand: Watch #LALALAND director Damien Chazelle work with cameraman Ari Robbins to execute a precision whip pan in this behind-the-s‚Ä¶",FALSE,0,NA,2017-02-06 13:23:55,FALSE,NA,"828595074921422848",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ArualAlejandra",1351,TRUE,FALSE,NA,NA
"13","Emma Stone's and Ryan Gosling's acting and all the way to the inspirational message behind the story. #LaLaLand",FALSE,0,"MayarElRaggal",2017-02-06 13:23:39,FALSE,"828594905333321732","828595009083539459","468333365","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","MayarElRaggal",0,FALSE,FALSE,NA,NA
"14","RT @manny_ottawa: Liberals still in #LALALAND

Our Minister of Defence more worried about climate change. 2019 can't come soon enough https‚Ä¶",FALSE,0,NA,2017-02-06 13:23:33,FALSE,NA,"828594985842987009",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","emlaughsallot88",17,TRUE,FALSE,NA,NA
"15","#LaLaLand It's a very delightful movie! I really enjoyed every bit of it, starting from+",FALSE,0,NA,2017-02-06 13:23:14,FALSE,NA,"828594905333321732",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","MayarElRaggal",0,FALSE,FALSE,NA,NA
"16","City of stars, are you shining just for me? #lalaland",FALSE,0,NA,2017-02-06 13:23:01,FALSE,NA,"828594849217589248",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","liamcredible",0,FALSE,FALSE,NA,NA
"17","No no no no no! That is not how I wanted #LALALAND to end!!! Ì†ΩÌ∏≠Ì†ΩÌ∏≠",FALSE,0,NA,2017-02-06 13:22:48,FALSE,NA,"828594797162143745",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JennaVaughan17",0,FALSE,FALSE,NA,NA
"18","""I'm always gonna love you""
""I'm always gonna love you, too."" #LaLaLand https://t.co/HsRnqZy8fa",FALSE,0,NA,2017-02-06 13:22:16,FALSE,NA,"828594661715431425",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kaceeyclemente",0,FALSE,FALSE,NA,NA
"19","RT @hobodale: Better rendition than before. #CityOfStars #LALALAND #eastmanmandolin #bluegrass https://t.co/Q31lUBr88Z",FALSE,0,NA,2017-02-06 13:20:26,FALSE,NA,"828594199897444352",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","IMthebanjoboy",3,TRUE,FALSE,NA,NA
"20","Fell in love with the #lalaland #soundtrack ‚ÄºÔ∏è Ì†ºÌæ∂",FALSE,0,NA,2017-02-06 13:18:30,FALSE,NA,"828593714440306688",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DianeBauer04",0,FALSE,FALSE,NA,NA
"21","#LaLaLand was amazing. A Singin' in the Rain for today, unquestionably. https://t.co/xPNUguRwaY",FALSE,0,NA,2017-02-06 13:18:20,FALSE,NA,"828593672501526528",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Dene71",0,FALSE,FALSE,NA,NA
"22","#NowPlaying Epilogue de Justin Hurwitz 
#Jazz #Lalaland #LoveJazz #GoingCrazy ‚ô´ https://t.co/MENK7xxpoD",FALSE,0,NA,2017-02-06 13:17:13,FALSE,NA,"828593392296816641",NA,"<a href=""http://spotify.com"" rel=""nofollow"">Spotify</a>","florcusumano",0,FALSE,FALSE,NA,NA
"23","#Oscar Nominated Films set in Places we La La Love ‚ù§Ô∏è https://t.co/l6fc35zjs0 #LaLaLand #travel https://t.co/T1TEyjcULe",FALSE,0,NA,2017-02-06 13:15:02,FALSE,NA,"828592841106538496",NA,"<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","dealchecker",0,FALSE,FALSE,NA,NA
"24","RT @manny_ottawa: Liberals still in #LALALAND

Our Minister of Defence more worried about climate change. 2019 can't come soon enough https‚Ä¶",FALSE,0,NA,2017-02-06 13:12:54,FALSE,NA,"828592304856371201",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","max_g_force",17,TRUE,FALSE,NA,NA
"25","RT @LaLaLand: Congratulations to #LALALAND director Damien Chazelle on his Directors Guild of America Award! Ì†ºÌæâ https://t.co/fZWtBCf7aY",FALSE,0,NA,2017-02-06 13:11:53,FALSE,NA,"828592046747181056",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","selenastom",551,TRUE,FALSE,NA,NA
"26","RT @LaLaLand: Watch #LALALAND director Damien Chazelle work with cameraman Ari Robbins to execute a precision whip pan in this behind-the-s‚Ä¶",FALSE,0,NA,2017-02-06 13:11:35,FALSE,NA,"828591972784992260",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","valeriaarroyo28",1351,TRUE,FALSE,NA,NA
"27","RT @manny_ottawa: Liberals still in #LALALAND

Our Minister of Defence more worried about climate change. 2019 can't come soon enough https‚Ä¶",FALSE,0,NA,2017-02-06 13:10:50,FALSE,NA,"828591782195818496",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cjwblack",17,TRUE,FALSE,NA,NA
"28","Favourite track from #LaLaLand: Someone In The Crowd ‚Äî https://t.co/U3e136r5Ia",FALSE,2,NA,2017-02-06 13:10:42,FALSE,NA,"828591751766147072",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","alandakariza",0,FALSE,FALSE,NA,NA
"29","RT @manny_ottawa: Liberals still in #LALALAND

Our Minister of Defence more worried about climate change. 2019 can't come soon enough https‚Ä¶",FALSE,0,NA,2017-02-06 13:10:09,FALSE,NA,"828591613605715969",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Jacinallhonesty",17,TRUE,FALSE,NA,NA
"30","RT @manny_ottawa: Liberals still in #LALALAND

Our Minister of Defence more worried about climate change. 2019 can't come soon enough https‚Ä¶",FALSE,0,NA,2017-02-06 13:09:56,FALSE,NA,"828591557053972481",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ThirdWatchca",17,TRUE,FALSE,NA,NA
"31","#LaLaLand ‚ù§Ô∏è‚ù§Ô∏è‚ù§Ô∏è
Contrast.. https://t.co/vQ12syvC9q",FALSE,0,NA,2017-02-06 13:09:13,FALSE,NA,"828591375830679553",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","keerthi94rsk",0,FALSE,FALSE,NA,NA
"32","RT @manny_ottawa: Liberals still in #LALALAND

Our Minister of Defence more worried about climate change. 2019 can't come soon enough https‚Ä¶",FALSE,0,NA,2017-02-06 13:07:59,FALSE,NA,"828591066316210176",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kjTay1",17,TRUE,FALSE,NA,NA
"33","RT @LaLaLand: Congratulations to #LALALAND director Damien Chazelle on his Directors Guild of America Award! Ì†ºÌæâ https://t.co/fZWtBCf7aY",FALSE,0,NA,2017-02-06 13:07:43,FALSE,NA,"828590997814779904",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nexthstyles",551,TRUE,FALSE,NA,NA
"34","RT @manny_ottawa: Liberals still in #LALALAND

Our Minister of Defence more worried about climate change. 2019 can't come soon enough https‚Ä¶",FALSE,0,NA,2017-02-06 13:07:40,FALSE,NA,"828590987052253190",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","WakeUpCanada1",17,TRUE,FALSE,NA,NA
"35","RT @LaLaLand: Congratulations to #LALALAND director Damien Chazelle on his Directors Guild of America Award! Ì†ºÌæâ https://t.co/fZWtBCf7aY",FALSE,0,NA,2017-02-06 13:05:30,FALSE,NA,"828590440811212800",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Courtney_Lou43",551,TRUE,FALSE,NA,NA
"36","RT @manny_ottawa: Liberals still in #LALALAND

Our Minister of Defence more worried about climate change. 2019 can't come soon enough https‚Ä¶",FALSE,0,NA,2017-02-06 13:03:40,FALSE,NA,"828589980159188994",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","65ishot",17,TRUE,FALSE,NA,NA
"37","#DoctorAFilm Ahh Ahh Land #LALALAND https://t.co/oO0hzUtmly",FALSE,0,NA,2017-02-06 13:03:38,FALSE,NA,"828589972945043456",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Medishmedish",0,FALSE,FALSE,NA,NA
"38","Here's to the ones who dream, the foolish as they may seam. Here's to the hearts that ache, here's to the mess we make. &lt;33 #LaLaLand",FALSE,0,NA,2017-02-06 13:02:58,FALSE,NA,"828589805621620736",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","dorothy_jane",0,FALSE,FALSE,NA,NA
"39","#HiddenFigures was okay. #LaLaLand is unwatchable. #Moonlight and #Lion are the best of the bunch. #Oscars #SeenEmAll",FALSE,0,NA,2017-02-06 13:02:28,FALSE,NA,"828589680123867140",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","iLoveBlood",0,FALSE,FALSE,NA,NA
"40","City of stars, are you shining just for me? 
City of stars, there‚Äôs so much that I can‚Äôt see.
#LaLaLand https://t.co/nbvsgPBGUd",FALSE,0,NA,2017-02-06 13:01:34,FALSE,NA,"828589450452152320",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","anelloalnaso",0,FALSE,FALSE,NA,NA
"41","City of stars! Are you shining just for me ... #LALALAND",FALSE,0,NA,2017-02-06 13:00:44,FALSE,NA,"828589244159504384",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","surreshnallan",0,FALSE,FALSE,NA,NA
"42","RT @manny_ottawa: Liberals still in #LALALAND

Our Minister of Defence more worried about climate change. 2019 can't come soon enough https‚Ä¶",FALSE,0,NA,2017-02-06 12:59:42,FALSE,NA,"828588982552424452",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","eugeneb1966",17,TRUE,FALSE,NA,NA
"43","Ì†ºÌæ∂""This could never be, you're not the type for me. [Really? ] And there's not a spark in sight. What a waste of a l‚Ä¶ https://t.co/o8uCeV1chA",FALSE,0,NA,2017-02-06 12:59:07,TRUE,NA,"828588834686455808",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Nataxab3",1,FALSE,FALSE,NA,NA
"44","RT @IndieWire: How #LaLaLand reworks the bittersweet romance of ""Casablanca"" https://t.co/HLOUY6MQby https://t.co/v3KYxoMy9s",FALSE,0,NA,2017-02-06 12:58:48,FALSE,NA,"828588757460930560",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","irrevirre1",12,TRUE,FALSE,NA,NA
"45","#LALALAND inspired #musical #compilation https://t.co/cgAWMMKqZB #dancedancedance",FALSE,0,NA,2017-02-06 12:54:08,FALSE,NA,"828587579507408896",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","OliverElmes",0,FALSE,FALSE,NA,NA
"46","RT @IndieWire: How #LaLaLand reworks the bittersweet romance of ""Casablanca"" https://t.co/HLOUY6MQby https://t.co/v3KYxoMy9s",FALSE,0,NA,2017-02-06 12:52:41,FALSE,NA,"828587214560825344",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","annakait1",12,TRUE,FALSE,NA,NA
"47","That now our dreams ‚ú®
They've finally come true 
.
.
#lalaland",FALSE,0,NA,2017-02-06 12:52:36,FALSE,NA,"828587193941651456",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mmmseno",0,FALSE,FALSE,NA,NA
"48","RT @LaLaLand: Watch #LALALAND director Damien Chazelle work with cameraman Ari Robbins to execute a precision whip pan in this behind-the-s‚Ä¶",FALSE,0,NA,2017-02-06 12:52:18,FALSE,NA,"828587120428195841",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","estonejean",1351,TRUE,FALSE,NA,NA
"49","RT @LaLaLand: Congratulations to #LALALAND director Damien Chazelle on his Directors Guild of America Award! Ì†ºÌæâ https://t.co/fZWtBCf7aY",FALSE,0,NA,2017-02-06 12:52:15,FALSE,NA,"828587109153964037",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","estonejean",551,TRUE,FALSE,NA,NA
"50","RT @IndieWire: How #LaLaLand reworks the bittersweet romance of ""Casablanca"" https://t.co/HLOUY6MQby https://t.co/v3KYxoMy9s",FALSE,0,NA,2017-02-06 12:52:14,FALSE,NA,"828587102363328513",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DMaarcher",12,TRUE,FALSE,NA,NA
"51","#LaLaLand soundtrack has officially conquer my phone. Ringtones. Ringtones everywhere. #obsessed #MiaAndSebastian",FALSE,0,NA,2017-02-06 12:51:51,FALSE,NA,"828587005172789249",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","WillKaiKamal",0,FALSE,FALSE,NA,NA
"52","RT @CNNent: 9 landmark L.A. locations so you can follow Emma Stone and Ryan Gosling's footsteps in #LaLaLand. https://t.co/OuNW60rZ7B https‚Ä¶",FALSE,0,NA,2017-02-06 12:50:09,FALSE,NA,"828586577890717696",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AwesmoeB",1,TRUE,FALSE,NA,NA
"53","RT @IndieWire: How #LaLaLand reworks the bittersweet romance of ""Casablanca"" https://t.co/HLOUY6MQby https://t.co/v3KYxoMy9s",FALSE,0,NA,2017-02-06 12:49:55,FALSE,NA,"828586520202317825",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mawiefrg",12,TRUE,FALSE,NA,NA
"54","Beginning to fall in love with Jazz musics Ì†ΩÌ≤ïÌ†ΩÌ∏ç #LaLaLand",FALSE,0,NA,2017-02-06 12:47:38,FALSE,NA,"828585944550875136",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","giaaannneee23",0,FALSE,FALSE,NA,NA
"55","RT @manny_ottawa: Liberals still in #LALALAND

Our Minister of Defence more worried about climate change. 2019 can't come soon enough https‚Ä¶",FALSE,0,NA,2017-02-06 12:46:17,FALSE,NA,"828585606146039808",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nostradamous195",17,TRUE,FALSE,NA,NA
"56","RT @IndieWire: How #LaLaLand reworks the bittersweet romance of ""Casablanca"" https://t.co/HLOUY6MQby https://t.co/v3KYxoMy9s",FALSE,0,NA,2017-02-06 12:45:25,FALSE,NA,"828585389858422784",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kliefert",12,TRUE,FALSE,NA,NA
"57","RT @LaLaLand: Congratulations to #LALALAND director Damien Chazelle on his Directors Guild of America Award! Ì†ºÌæâ https://t.co/fZWtBCf7aY",FALSE,0,NA,2017-02-06 12:42:34,FALSE,NA,"828584671730683908",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","elleburnsjourn",551,TRUE,FALSE,NA,NA
"58","RT @RyanGosling: Just in time for the Venice Film Festival premiere for #LaLaLand- here's the new Festival poster... https://t.co/99RzuzYVwr",FALSE,0,NA,2017-02-06 12:41:39,FALSE,NA,"828584441803071488",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Luliiita",2130,TRUE,FALSE,NA,NA
"59","RT @IndieWire: How #LaLaLand reworks the bittersweet romance of ""Casablanca"" https://t.co/HLOUY6MQby https://t.co/v3KYxoMy9s",FALSE,0,NA,2017-02-06 12:41:24,FALSE,NA,"828584379094016000",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","angelique1z",12,TRUE,FALSE,NA,NA
"60","RT @manny_ottawa: Liberals still in #LALALAND

Our Minister of Defence more worried about climate change. 2019 can't come soon enough https‚Ä¶",FALSE,0,NA,2017-02-06 12:40:41,FALSE,NA,"828584197874970625",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rod_peach",17,TRUE,FALSE,NA,NA
"61","#explainafilmplotbadly Jazz snob and dull actress dance around LA until they realize they need to get their shit together #LALALAND",FALSE,0,NA,2017-02-06 12:40:33,FALSE,NA,"828584162584096769",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AlbaWaterhouse",0,FALSE,FALSE,NA,NA
"62","RT @IndieWire: How #LaLaLand reworks the bittersweet romance of ""Casablanca"" https://t.co/HLOUY6MQby https://t.co/v3KYxoMy9s",FALSE,0,NA,2017-02-06 12:40:32,FALSE,NA,"828584158813356032",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","taxidiwtis",12,TRUE,FALSE,NA,NA
"63","RT @LaLaLand: Congratulations to #LALALAND director Damien Chazelle on his Directors Guild of America Award! Ì†ºÌæâ https://t.co/fZWtBCf7aY",FALSE,0,NA,2017-02-06 12:40:29,FALSE,NA,"828584145395777536",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Clarounie",551,TRUE,FALSE,NA,NA
"64","RT @LaLaLand: Here‚Äôs to the fools who dream‚Ä¶ Watch the new #LALALAND teaser trailer starring @RyanGosling &amp; Emma Stone. #Audition
https://t‚Ä¶",FALSE,0,NA,2017-02-06 12:40:16,FALSE,NA,"828584090223927296",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Clarounie",5229,TRUE,FALSE,NA,NA
"65","Feel the rhythm of love. @RyanGosling &amp; Emma Stone will dance their way into your Ì†ΩÌ≤ó in #LALALAND https://t.co/fKMmjsC84k",FALSE,0,NA,2017-02-06 12:39:45,FALSE,NA,"828583960758226944",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","g_xian",0,FALSE,FALSE,NA,NA
"66","RT @IndieWire: How #LaLaLand reworks the bittersweet romance of ""Casablanca"" https://t.co/HLOUY6MQby https://t.co/v3KYxoMy9s",FALSE,0,NA,2017-02-06 12:36:45,FALSE,NA,"828583204898627584",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TheTrips",12,TRUE,FALSE,NA,NA
"67","RT @CarlT_Official: Having our first @Everymancinema experience! Burgers, comfy sofas and red wine... What's not to love! #LaLaLand https:/‚Ä¶",FALSE,0,NA,2017-02-06 12:36:36,FALSE,NA,"828583167359586304",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JayScottRadio",1,TRUE,FALSE,NA,NA
"68","#LALALAND now at ¬£24.52m in UK; #T2trainspotting ¬£10.63m; #Split doing well with ¬£8.26m so far; #Rings took ¬£810k in its opening weekend.",FALSE,0,NA,2017-02-06 12:36:26,FALSE,NA,"828583125374623744",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Dene71",0,FALSE,FALSE,NA,NA
"69","RT @IndieWire: How #LaLaLand reworks the bittersweet romance of ""Casablanca"" https://t.co/HLOUY6MQby https://t.co/v3KYxoMy9s",FALSE,0,NA,2017-02-06 12:36:12,FALSE,NA,"828583068835467264",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Lurrid_",12,TRUE,FALSE,NA,NA
"70","RT @wkrawcz1: .@TVLine @grantgust Nice to look a little boring. I do not understand why so many #Oscar2017 nominations for #Lalaland. Ì†ΩÌπÇ",FALSE,0,NA,2017-02-06 12:35:58,FALSE,NA,"828583010077442048",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","WKM6699",1,TRUE,FALSE,NA,NA
"71","RT @soy_el_raul: ""City of stars
Are you shining just for me?"" #lalaland https://t.co/okH6d910EI",FALSE,0,NA,2017-02-06 12:34:03,FALSE,NA,"828582525735886851",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jiinxy_pixie",18,TRUE,FALSE,NA,NA
"72","RT @IndieWire: How #LaLaLand reworks the bittersweet romance of ""Casablanca"" https://t.co/HLOUY6MQby https://t.co/v3KYxoMy9s",FALSE,0,NA,2017-02-06 12:33:52,FALSE,NA,"828582480424824834",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MikeRobbinsUSA",12,TRUE,FALSE,NA,NA
"73","If #Trump &amp; #LALALAND 's 14!#Oscars2017 nominations weren't proof that #USA has lost the plot, #Snapchat 's IPO my be the icing on the cake.",FALSE,0,NA,2017-02-06 12:33:48,FALSE,NA,"828582462993346560",NA,"<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","ConsumingIssues",0,FALSE,FALSE,NA,NA
"74","RT @IndieWire: How #LaLaLand reworks the bittersweet romance of ""Casablanca"" https://t.co/HLOUY6MQby https://t.co/v3KYxoMy9s",FALSE,0,NA,2017-02-06 12:33:12,FALSE,NA,"828582314703724545",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CallumGriff94",12,TRUE,FALSE,NA,NA
"75","@LaLaLand was amazing, best movie I have seen in a long time, I left the cinema in tears. Congrats @RyanGosling and Emma Stone #LaLaLand",FALSE,0,"LaLaLand",2017-02-06 12:30:19,FALSE,NA,"828581589017825281","4709822887","<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","EtudeMG83",0,FALSE,FALSE,NA,NA
"76","Get the beautiful #LalaLand look with our Gillian dress! SHOP: https://t.co/FCfI66vATN #Emmastone #oscar2017 https://t.co/g4s1mQvgaJ",FALSE,1,NA,2017-02-06 12:30:15,FALSE,NA,"828581570084757504",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","weekenddoll",0,FALSE,FALSE,NA,NA
"77","4 business lessons you can learn from Golden Globe-winning musical #lalaland https://t.co/JPS9yLDx9V https://t.co/0yg62jRZAu",FALSE,0,NA,2017-02-06 12:30:10,FALSE,NA,"828581552003153923",NA,"<a href=""https://www.socialjukebox.com"" rel=""nofollow"">The Social Jukebox</a>","TalentedLadies",0,FALSE,FALSE,NA,NA
"78","How #LaLaLand reworks the bittersweet romance of ""Casablanca"" https://t.co/HLOUY6MQby https://t.co/v3KYxoMy9s",FALSE,37,NA,2017-02-06 12:30:03,FALSE,NA,"828581518968774657",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","IndieWire",12,FALSE,FALSE,NA,NA
"79","My heart hurts.. #lalaland",FALSE,0,NA,2017-02-06 12:28:45,FALSE,NA,"828581194723844096",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jiinxy_pixie",0,FALSE,FALSE,NA,NA
"80","RT @manny_ottawa: Liberals still in #LALALAND

Our Minister of Defence more worried about climate change. 2019 can't come soon enough https‚Ä¶",FALSE,0,NA,2017-02-06 12:28:25,FALSE,NA,"828581107658551297",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","michaelcrowel15",17,TRUE,FALSE,NA,NA
